336.0,0.0,0.307
336.0,1.651376147,0.311
336.0,3.302752294,0.318
336.0,4.95412844,0.313
336.0,6.605504587,0.357
336.0,8.256880734,0.402
336.0,9.908256881,0.297
336.0,11.55963303,0.272
336.0,13.21100917,0.277
336.0,14.86238532,0.354
336.0,16.51376147,0.393
336.0,18.16513761,0.328
336.0,19.81651376,0.318
336.0,21.46788991,0.36
336.0,23.11926606,0.337
336.0,24.7706422,0.329
336.0,26.42201835,0.301
336.0,28.0733945,0.286
336.0,29.72477064,0.283
336.0,31.37614679,0.302
336.0,33.02752294,0.306
336.0,34.67889908,0.311
336.0,36.33027523,0.322
336.0,37.98165138,0.376
336.0,39.63302752,0.331
336.0,41.28440367,0.347
336.0,42.93577982,0.332
336.0,44.58715596,0.298
336.0,46.23853211,0.312
336.0,47.88990826,0.356
336.0,49.5412844,0.375
336.0,51.19266055,0.258
336.0,52.8440367,0.32
336.0,54.49541284,0.414
336.0,56.14678899,0.324
336.0,57.79816514,0.357
336.0,59.44954128,0.368
336.0,61.10091743,0.384
336.0,62.75229358,0.249
336.0,64.40366972,0.422
336.0,66.05504587,0.359
336.0,67.70642202,0.436
336.0,69.35779817,0.436
336.0,71.00917431,0.202
336.0,72.66055046,0.323
336.0,74.31192661,0.316
336.0,75.96330275,0.325
336.0,77.6146789,0.318
336.0,79.26605505,0.381
336.0,80.91743119,0.339
336.0,82.56880734,0.342
336.0,84.22018349,0.342
336.0,85.87155963,0.358
336.0,87.52293578,0.371
336.0,89.17431193,0.457
336.0,90.82568807,0.329
336.0,92.47706422,0.428
336.0,94.12844037,0.375
336.0,95.77981651,0.427
336.0,97.43119266,0.243
336.0,99.08256881,0.446
336.0,100.733945,0.256
336.0,102.3853211,0.421
336.0,104.0366972,0.366
336.0,105.6880734,0.443
336.0,107.3394495,0.38
336.0,108.9908257,0.367
336.0,110.6422018,0.367
336.0,112.293578,0.377
336.0,113.9449541,0.373
336.0,115.5963303,0.332
336.0,117.2477064,0.324
336.0,118.8990826,0.231
336.0,120.5504587,0.333
336.0,122.2018349,0.349
336.0,123.853211,0.223
336.0,125.5045872,0.318
336.0,127.1559633,0.371
336.0,128.8073394,0.322
336.0,130.4587156,0.225
336.0,132.1100917,0.266
336.0,133.7614679,0.444
336.0,135.412844,0.447
336.0,137.0642202,0.443
336.0,138.7155963,0.442
336.0,140.3669725,0.442
336.0,142.0183486,0.444
336.0,143.6697248,0.43
336.0,145.3211009,0.428
336.0,146.9724771,0.444
