47.106720, 0.178894, 0.148000
47.106720, 0.576436, 0.150000
47.106720, 0.973979, 0.150000
47.106720, 1.371521, 0.171000
47.106720, 1.769063, 0.164000
47.106720, 2.166605, 0.166000
47.106720, 2.564148, 0.150000
47.106720, 2.961690, 0.157000
47.106720, 3.359232, 0.150000
47.106720, 3.756774, 0.145000
47.106720, 4.154317, 0.145000
47.106720, 4.551859, 0.145000
47.106720, 4.949401, 0.145000
47.106720, 5.346944, 0.145000
47.106720, 5.744486, 0.166000
47.106720, 6.142028, 0.175000
47.106720, 6.539570, 0.166000
47.106720, 6.937113, 0.171000
47.106720, 7.334655, 0.173000
47.106720, 7.732197, 0.171000
47.106720, 8.129739, 0.150000
47.106720, 8.527282, 0.152000
47.106720, 8.924824, 0.150000
47.106720, 9.322366, 0.180000
47.106720, 9.719908, 0.182000
47.106720, 10.117451, 0.171000
47.106720, 10.514993, 0.180000
47.106720, 10.912535, 0.159000
47.106720, 11.310078, 0.171000
47.106720, 11.707620, 0.168000
45.135660, 0.178894, 0.148000
45.135660, 0.576436, 0.157000
45.135660, 0.973979, 0.157000
45.135660, 1.371521, 0.161000
45.135660, 1.769063, 0.168000
45.135660, 2.166605, 0.159000
45.135660, 2.564148, 0.150000
45.135660, 2.961690, 0.154000
45.135660, 3.359232, 0.145000
45.135660, 3.756774, 0.145000
45.135660, 4.154317, 0.148000
45.135660, 4.551859, 0.145000
45.135660, 4.949401, 0.145000
45.135660, 5.346944, 0.150000
45.135660, 5.744486, 0.154000
45.135660, 6.142028, 0.164000
45.135660, 6.539570, 0.166000
45.135660, 6.937113, 0.178000
45.135660, 7.334655, 0.175000
45.135660, 7.732197, 0.166000
45.135660, 8.129739, 0.168000
45.135660, 8.527282, 0.154000
45.135660, 8.924824, 0.148000
45.135660, 9.322366, 0.178000
45.135660, 9.719908, 0.157000
45.135660, 10.117451, 0.180000
45.135660, 10.514993, 0.173000
45.135660, 10.912535, 0.159000
45.135660, 11.310078, 0.168000
45.135660, 11.707620, 0.159000
43.164600, 0.178894, 0.157000
43.164600, 0.576436, 0.157000
43.164600, 0.973979, 0.148000
43.164600, 1.371521, 0.159000
43.164600, 1.769063, 0.168000
43.164600, 2.166605, 0.168000
43.164600, 2.564148, 0.164000
43.164600, 2.961690, 0.173000
43.164600, 3.359232, 0.157000
43.164600, 3.756774, 0.154000
43.164600, 4.154317, 0.148000
43.164600, 4.551859, 0.154000
43.164600, 4.949401, 0.161000
43.164600, 5.346944, 0.168000
43.164600, 5.744486, 0.164000
43.164600, 6.142028, 0.164000
43.164600, 6.539570, 0.148000
43.164600, 6.937113, 0.175000
43.164600, 7.334655, 0.178000
43.164600, 7.732197, 0.164000
43.164600, 8.129739, 0.166000
43.164600, 8.527282, 0.175000
43.164600, 8.924824, 0.145000
43.164600, 9.322366, 0.159000
43.164600, 9.719908, 0.180000
43.164600, 10.117451, 0.159000
43.164600, 10.514993, 0.175000
43.164600, 10.912535, 0.157000
43.164600, 11.310078, 0.150000
43.164600, 11.707620, 0.154000
41.193560, 0.178894, 0.148000
41.193560, 0.576436, 0.152000
41.193560, 0.973979, 0.145000
41.193560, 1.371521, 0.154000
41.193560, 1.769063, 0.154000
41.193560, 2.166605, 0.159000
41.193560, 2.564148, 0.164000
41.193560, 2.961690, 0.161000
41.193560, 3.359232, 0.161000
41.193560, 3.756774, 0.152000
41.193560, 4.154317, 0.152000
41.193560, 4.551859, 0.148000
41.193560, 4.949401, 0.145000
41.193560, 5.346944, 0.159000
41.193560, 5.744486, 0.152000
41.193560, 6.142028, 0.154000
41.193560, 6.539570, 0.145000
41.193560, 6.937113, 0.157000
41.193560, 7.334655, 0.152000
41.193560, 7.732197, 0.154000
41.193560, 8.129739, 0.148000
41.193560, 8.527282, 0.157000
41.193560, 8.924824, 0.175000
41.193560, 9.322366, 0.173000
41.193560, 9.719908, 0.159000
41.193560, 10.117451, 0.164000
41.193560, 10.514993, 0.166000
41.193560, 10.912535, 0.159000
41.193560, 11.310078, 0.161000
41.193560, 11.707620, 0.157000
39.222480, 0.178894, 0.154000
39.222480, 0.576436, 0.154000
39.222480, 0.973979, 0.154000
39.222480, 1.371521, 0.154000
39.222480, 1.769063, 0.150000
39.222480, 2.166605, 0.166000
39.222480, 2.564148, 0.164000
39.222480, 2.961690, 0.164000
39.222480, 3.359232, 0.168000
39.222480, 3.756774, 0.152000
39.222480, 4.154317, 0.152000
39.222480, 4.551859, 0.152000
39.222480, 4.949401, 0.151000
39.222480, 5.346944, 0.157000
39.222480, 5.744486, 0.154000
39.222480, 6.142028, 0.152000
39.222480, 6.539570, 0.150000
39.222480, 6.937113, 0.152000
39.222480, 7.334655, 0.150000
39.222480, 7.732197, 0.159000
39.222480, 8.129739, 0.161000
39.222480, 8.527282, 0.168000
39.222480, 8.924824, 0.159000
39.222480, 9.322366, 0.148000
39.222480, 9.719908, 0.154000
39.222480, 10.117451, 0.171000
39.222480, 10.514993, 0.157000
39.222480, 10.912535, 0.164000
39.222480, 11.310078, 0.157000
39.222480, 11.707620, 0.154000
37.251400, 0.178894, 0.159000
37.251400, 0.576436, 0.154000
37.251400, 0.973979, 0.152000
37.251400, 1.371521, 0.148000
37.251400, 1.769063, 0.150000
37.251400, 2.166605, 0.150000
37.251400, 2.564148, 0.159000
37.251400, 2.961690, 0.157000
37.251400, 3.359232, 0.159000
37.251400, 3.756774, 0.154000
37.251400, 4.154317, 0.145000
37.251400, 4.551859, 0.154000
37.251400, 4.949401, 0.152000
37.251400, 5.346944, 0.152000
37.251400, 5.744486, 0.159000
37.251400, 6.142028, 0.157000
37.251400, 6.539570, 0.152000
37.251400, 6.937113, 0.150000
37.251400, 7.334655, 0.152000
37.251400, 7.732197, 0.157000
37.251400, 8.129739, 0.159000
37.251400, 8.527282, 0.161000
37.251400, 8.924824, 0.150000
37.251400, 9.322366, 0.157000
37.251400, 9.719908, 0.152000
37.251400, 10.117451, 0.173000
37.251400, 10.514993, 0.154000
37.251400, 10.912535, 0.161000
37.251400, 11.310078, 0.159000
37.251400, 11.707620, 0.159000
35.280340, 0.178894, 0.154000
35.280340, 0.576436, 0.159000
35.280340, 0.973979, 0.154000
35.280340, 1.371521, 0.152000
